Block ID,Timestamp,Explorer URL
0xcbaf9bdda99b597406a4b36e0afd762238077845de13ee62f1bae8c7cb74a6e1,2024-12-01T18:17:56.565538,https://explorer.shimmer.network/testnet/block/0xcbaf9bdda99b597406a4b36e0afd762238077845de13ee62f1bae8c7cb74a6e1
