Block ID,Device ID,Timestamp,AHT10 Temperature,AHT10 Humidity,DS18B20 Temperature,Light level,Soil moisture,TTN time,Confirmation time,Response time,Explorer URL,Confirmed
0xe477572a669cf70d3dc33fe1550679c62570cec322c111b9331e13b71367a498,device-esp32-tfe,2024-12-01T17:32:04.437821,25,65,22,60,15,2024-12-01T17:32:03.884192,2024-12-01T17:32:04.757720,0.87,https://explorer.shimmer.network/testnet/block/0xe477572a669cf70d3dc33fe1550679c62570cec322c111b9331e13b71367a498,True
0x8bedcd5cdd51342e7b3ab16988968488549b4821bc53d45bdd42322b1eed739a,device-esp32-tfe,2024-12-01T17:32:26.995632,25,65,22,60,15,2024-12-01T17:32:26.332989,2024-12-01T17:32:27.130195,0.80,https://explorer.shimmer.network/testnet/block/0x8bedcd5cdd51342e7b3ab16988968488549b4821bc53d45bdd42322b1eed739a,True
0xbd1d4e477f9d46842194fcfcbb6e5b3ce0a86908159b1f307239a17e2bd25361,device-esp32-tfe,2024-12-01T17:32:45.991535,25,65,22,60,15,2024-12-01T17:32:42.634325,2024-12-01T17:32:46.177360,3.54,https://explorer.shimmer.network/testnet/block/0xbd1d4e477f9d46842194fcfcbb6e5b3ce0a86908159b1f307239a17e2bd25361,True
0x7bb7722f14ad28a6ebfe2e226a3dc88834cf6850eee800d8ff4b944ab93c12da,device-esp32-tfe,2024-12-01T17:33:00.216843,25,65,22,60,15,2024-12-01T17:32:58.946564,2024-12-01T17:33:00.872643,1.93,https://explorer.shimmer.network/testnet/block/0x7bb7722f14ad28a6ebfe2e226a3dc88834cf6850eee800d8ff4b944ab93c12da,True
0x1f3cbae4d9ccb61ae7ced239b560eebf4b38ad5eacba75d868faba39e589724a,device-esp32-tfe,2024-12-01T17:33:15.973306,25,65,22,60,15,2024-12-01T17:33:15.227032,2024-12-01T17:33:16.210443,0.98,https://explorer.shimmer.network/testnet/block/0x1f3cbae4d9ccb61ae7ced239b560eebf4b38ad5eacba75d868faba39e589724a,True
0x913ab392a71b8f8a244e848882d7b68bf10d8938d4ad2993e0eb2718833b564e,device-esp32-tfe,2024-12-01T17:33:31.920521,25,65,22,60,15,2024-12-01T17:33:31.531554,2024-12-01T17:33:32.166240,0.63,https://explorer.shimmer.network/testnet/block/0x913ab392a71b8f8a244e848882d7b68bf10d8938d4ad2993e0eb2718833b564e,True
0x3c175b66afb0449d92a17ed9c52dc1944e44a780bb964e2434d5515e4dcfaa9d,device-esp32-tfe,2024-12-01T17:33:50.327916,25,65,22,60,15,2024-12-01T17:33:47.827075,2024-12-01T17:33:51.030097,3.20,https://explorer.shimmer.network/testnet/block/0x3c175b66afb0449d92a17ed9c52dc1944e44a780bb964e2434d5515e4dcfaa9d,True
0x473dc7332e372b72f8baef3806db1ce95a2bd7827afe932e308656d684299a24,device-esp32-tfe,2024-12-01T17:34:04.791297,25,65,22,60,15,2024-12-01T17:34:04.133507,2024-12-01T17:34:04.970370,0.84,https://explorer.shimmer.network/testnet/block/0x473dc7332e372b72f8baef3806db1ce95a2bd7827afe932e308656d684299a24,True
0xde812e6bffa437c0a1df6f199b1795bdf8dac7d3caf6fc6d64978ee17d621177,device-esp32-tfe,2024-12-01T17:34:20.781404,25,65,22,60,15,2024-12-01T17:34:20.438115,2024-12-01T17:34:20.916706,0.48,https://explorer.shimmer.network/testnet/block/0xde812e6bffa437c0a1df6f199b1795bdf8dac7d3caf6fc6d64978ee17d621177,True
0x70ee0d840ceb2adbdfcdd897e88df79eefa4890aa755a8ca8d4655192e9f5620,device-esp32-tfe,2024-12-01T17:34:38.110319,25,65,22,60,15,2024-12-01T17:34:36.736932,2024-12-01T17:34:38.260346,1.52,https://explorer.shimmer.network/testnet/block/0x70ee0d840ceb2adbdfcdd897e88df79eefa4890aa755a8ca8d4655192e9f5620,True
