Timestamp,Operation,Original size (bytes),Encrypted size (bytes),Encryption time (s),Transmission time (s),Total time (s)
2024-12-01T17:37:59.284464,send_encrypted,305,504,0.002002,0.789270,0.791272
2024-12-01T17:38:14.769621,encrypt,307,504,0.000000,0.000000,0.000000
2024-12-01T17:38:16.382567,send_encrypted,307,504,0.002416,1.610527,1.612942
2024-12-01T17:38:31.090836,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:38:31.559487,send_encrypted,306,504,0.004024,0.465652,0.469676
2024-12-01T17:38:47.381131,encrypt,307,504,0.000000,0.000000,0.000000
2024-12-01T17:38:48.454976,send_encrypted,307,504,0.003002,1.069827,1.072829
2024-12-01T17:39:03.679577,encrypt,305,504,0.000000,0.000000,0.000000
2024-12-01T17:39:04.249964,send_encrypted,305,504,0.001386,0.569001,0.570387
2024-12-01T17:39:19.977692,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:39:20.752892,send_encrypted,306,504,0.002005,0.773197,0.775203
2024-12-01T17:39:36.281702,encrypt,304,504,0.001000,0.000000,0.001000
2024-12-01T17:39:37.059104,send_encrypted,304,504,0.004053,0.773543,0.777595
2024-12-01T17:39:52.579207,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:39:53.662412,send_encrypted,306,504,0.001999,1.082206,1.084205
2024-12-01T17:40:08.890180,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:40:09.094414,send_encrypted,306,504,0.001001,0.203233,0.204233
2024-12-01T17:40:25.182199,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:40:25.629373,send_encrypted,306,504,0.001009,0.445167,0.446176
2024-12-01T17:40:41.474342,encrypt,307,504,0.000992,0.000000,0.000992
2024-12-01T17:40:41.792180,send_encrypted,307,504,0.003006,0.313789,0.316795
2024-12-01T17:40:57.785550,encrypt,306,504,0.000987,0.000000,0.000987
2024-12-01T17:40:58.914503,send_encrypted,306,504,0.002989,1.125946,1.128936
2024-12-01T17:41:14.081390,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:41:14.396233,send_encrypted,306,504,0.001000,0.313843,0.314843
2024-12-01T17:41:30.373093,encrypt,307,504,0.000000,0.000000,0.000000
2024-12-01T17:41:32.270857,send_encrypted,307,504,0.002365,1.895414,1.897779
2024-12-01T17:41:46.717982,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:41:47.708546,send_encrypted,306,504,0.001998,0.988565,0.990564
2024-12-01T17:42:02.983773,encrypt,306,504,0.000808,0.000000,0.000808
2024-12-01T17:42:03.359779,send_encrypted,306,504,0.001806,0.373996,0.375803
2024-12-01T17:42:19.276913,encrypt,307,504,0.000000,0.000000,0.000000
2024-12-01T17:42:19.632021,send_encrypted,307,504,0.001013,0.354095,0.355108
2024-12-01T17:42:35.583535,encrypt,304,504,0.000854,0.000000,0.000854
2024-12-01T17:42:36.031534,send_encrypted,304,504,0.001851,0.446166,0.448017
2024-12-01T17:42:58.035290,encrypt,307,504,0.000000,0.000000,0.000000
2024-12-01T17:42:58.371942,send_encrypted,307,504,0.002000,0.334814,0.336813
2024-12-01T17:43:14.320925,encrypt,307,504,0.000000,0.000000,0.000000
2024-12-01T17:43:14.949868,send_encrypted,307,504,0.000999,0.625936,0.626935
2024-12-01T17:43:30.629846,encrypt,306,504,0.001013,0.000000,0.001013
2024-12-01T17:43:30.893430,send_encrypted,306,504,0.002209,0.261388,0.263597
2024-12-01T17:43:46.924129,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:43:47.526988,send_encrypted,306,504,0.004006,0.599856,0.603862
2024-12-01T17:44:03.231666,encrypt,304,504,0.000000,0.000000,0.000000
2024-12-01T17:44:04.484334,send_encrypted,304,504,0.004996,1.248740,1.253737
2024-12-01T17:44:19.529323,encrypt,305,504,0.000000,0.000000,0.000000
2024-12-01T17:44:20.517636,send_encrypted,305,504,0.000994,0.987318,0.988312
2024-12-01T17:44:35.831642,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:44:36.102494,send_encrypted,306,504,0.001008,0.269850,0.270857
2024-12-01T17:44:52.133392,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:44:52.437947,send_encrypted,306,504,0.004000,0.300561,0.304561
2024-12-01T17:45:08.430379,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:45:08.663769,send_encrypted,306,504,0.002008,0.232380,0.234388
2024-12-01T17:45:24.729471,encrypt,305,504,0.000000,0.000000,0.000000
2024-12-01T17:45:28.217074,send_encrypted,305,504,0.000993,3.486586,3.487580
2024-12-01T17:45:41.024645,encrypt,305,504,0.000000,0.000000,0.000000
2024-12-01T17:45:41.663364,send_encrypted,305,504,0.000983,0.637702,0.638685
2024-12-01T17:45:57.335484,encrypt,307,504,0.000000,0.000000,0.000000
2024-12-01T17:45:58.638344,send_encrypted,307,504,0.001029,1.300830,1.301859
2024-12-01T17:46:13.632292,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:46:13.954525,send_encrypted,306,504,0.001993,0.320246,0.322240
2024-12-01T17:46:29.934320,encrypt,304,504,0.000000,0.000000,0.000000
2024-12-01T17:46:30.477807,send_encrypted,304,504,0.003986,0.538497,0.542483
2024-12-01T17:46:46.227494,encrypt,307,504,0.000000,0.000000,0.000000
2024-12-01T17:46:50.059974,send_encrypted,307,504,0.001007,3.831474,3.832480
2024-12-01T17:47:02.535356,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:47:02.734278,send_encrypted,306,504,0.001001,0.197921,0.198922
2024-12-01T17:47:18.837361,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:47:19.217271,send_encrypted,306,504,0.004007,0.376065,0.380073
2024-12-01T17:47:35.134398,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:47:36.756938,send_encrypted,306,504,0.001001,1.621549,1.622550
2024-12-01T17:47:51.438256,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:47:53.490453,send_encrypted,306,504,0.001002,2.050204,2.051206
2024-12-01T17:48:13.869854,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:48:14.607020,send_encrypted,306,504,0.001993,0.736177,0.738171
2024-12-01T17:48:30.182460,encrypt,305,504,0.000000,0.000000,0.000000
2024-12-01T17:48:30.633908,send_encrypted,305,504,0.000959,0.449482,0.450441
2024-12-01T17:48:46.476684,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:48:46.849145,send_encrypted,306,504,0.002002,0.370535,0.372536
2024-12-01T17:49:02.777820,encrypt,304,504,0.000000,0.000000,0.000000
2024-12-01T17:49:03.076939,send_encrypted,304,504,0.001001,0.298126,0.299127
2024-12-01T17:49:19.077167,encrypt,304,504,0.000000,0.000000,0.000000
2024-12-01T17:49:19.964744,send_encrypted,304,504,0.005017,0.882610,0.887626
2024-12-01T17:49:35.380427,encrypt,307,504,0.000000,0.000000,0.000000
2024-12-01T17:49:35.762268,send_encrypted,307,504,0.000999,0.379843,0.380842
2024-12-01T17:49:51.670779,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:49:52.243889,send_encrypted,306,504,0.001014,0.570106,0.571121
2024-12-01T17:50:07.982537,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:50:08.470041,send_encrypted,306,504,0.001964,0.486502,0.488466
2024-12-01T17:50:24.279225,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:50:25.658528,send_encrypted,306,504,0.003000,1.376335,1.379334
2024-12-01T17:50:40.582489,encrypt,307,504,0.001010,0.000000,0.001010
2024-12-01T17:50:41.795382,send_encrypted,307,504,0.005009,1.208926,1.213935
2024-12-01T17:50:56.883859,encrypt,306,504,0.000000,0.000000,0.000000
2024-12-01T17:50:57.324480,send_encrypted,306,504,0.000998,0.438615,0.439613
2024-12-01T17:51:13.173608,encrypt,305,504,0.000000,0.000000,0.000000
2024-12-01T17:51:15.985537,send_encrypted,305,504,0.001006,2.809948,2.810954
2024-12-01T17:51:29.488717,encrypt,304,504,0.000992,0.000000,0.000992
2024-12-01T17:51:29.934242,send_encrypted,304,504,0.000992,0.443523,0.444515
