Block ID,Device ID,Timestamp,AHT10 Temperature,AHT10 Humidity,DS18B20 Temperature,Light level,Soil moisture,TTN time,Confirmation time,Response time,Explorer URL,Confirmed
0x1e95ee2af6419b846d7c63f7be6236e0391d895752209d87ab02ac883e02eacf,device-esp32-tfe,2024-12-01T17:58:29.928084,25,65,22,60,15,2024-12-01T17:58:28.703028,2024-12-01T17:58:30.176299,1.47,https://explorer.shimmer.network/testnet/block/0x1e95ee2af6419b846d7c63f7be6236e0391d895752209d87ab02ac883e02eacf,True
0x220f6d1da2deda40b3392b729ca37dee72e33dcf943eb7e14fc6a4d334f27b35,device-esp32-tfe,2024-12-01T17:58:57.158070,25,65,22,60,15,2024-12-01T17:58:56.723452,2024-12-01T17:58:57.374635,0.65,https://explorer.shimmer.network/testnet/block/0x220f6d1da2deda40b3392b729ca37dee72e33dcf943eb7e14fc6a4d334f27b35,True
0x8c12a4660cbd6bafd1194744e1cc3df22d6e0b30611a29a1b56b3b143ed17635,device-esp32-tfe,2024-12-01T17:59:13.590164,25,65,22,60,15,2024-12-01T17:59:13.041519,2024-12-01T17:59:13.796778,0.76,https://explorer.shimmer.network/testnet/block/0x8c12a4660cbd6bafd1194744e1cc3df22d6e0b30611a29a1b56b3b143ed17635,True
0x8ec60ac70d80c4ace2e8faf6b74b86fc3171c338639f023a5daea4b487d0401b,device-esp32-tfe,2024-12-01T17:59:30.450096,25,65,22,60,15,2024-12-01T17:59:29.329965,2024-12-01T17:59:30.690740,1.36,https://explorer.shimmer.network/testnet/block/0x8ec60ac70d80c4ace2e8faf6b74b86fc3171c338639f023a5daea4b487d0401b,True
0x5957e2a02d3c8387b0cbcd2550858cc32d34b304a89d5b50ddece698f9f90c8c,device-esp32-tfe,2024-12-01T17:59:45.903681,25,65,22,60,15,2024-12-01T17:59:45.641740,2024-12-01T17:59:46.076578,0.43,https://explorer.shimmer.network/testnet/block/0x5957e2a02d3c8387b0cbcd2550858cc32d34b304a89d5b50ddece698f9f90c8c,True
0x0d59a7511a24412e040a16f349e6fd4477dabc703cf9745094375942ba0ac51e,device-esp32-tfe,2024-12-01T18:00:03.464332,25,65,22,60,15,2024-12-01T18:00:01.934040,2024-12-01T18:00:03.584851,1.65,https://explorer.shimmer.network/testnet/block/0x0d59a7511a24412e040a16f349e6fd4477dabc703cf9745094375942ba0ac51e,True
0xec6ddfdabf7313d24874a8320683e8ee326977e5755a61d1bf977ed68c8885c9,device-esp32-tfe,2024-12-01T18:00:18.426521,25,65,22,60,15,2024-12-01T18:00:18.232923,2024-12-01T18:00:18.554055,0.32,https://explorer.shimmer.network/testnet/block/0xec6ddfdabf7313d24874a8320683e8ee326977e5755a61d1bf977ed68c8885c9,True
0x671ecae022c77ada634e957fd4249d8df150ed65983ccefbc5f79a7d6af11a92,device-esp32-tfe,2024-12-01T18:00:34.963894,25,65,22,60,15,2024-12-01T18:00:34.532856,2024-12-01T18:00:35.122600,0.59,https://explorer.shimmer.network/testnet/block/0x671ecae022c77ada634e957fd4249d8df150ed65983ccefbc5f79a7d6af11a92,True
0x83bfd05b08d3f6f9a969f2e0111e59ae1d0c8d5d6deda4cc9dbf08468ce7f974,device-esp32-tfe,2024-12-01T18:00:51.871679,25,65,22,60,15,2024-12-01T18:00:50.824645,2024-12-01T18:00:52.041370,1.22,https://explorer.shimmer.network/testnet/block/0x83bfd05b08d3f6f9a969f2e0111e59ae1d0c8d5d6deda4cc9dbf08468ce7f974,True
0x8fd3bbe8311ad36231b64674eef267d2a60e61c2bd50a1ab9968e9e034219cdd,device-esp32-tfe,2024-12-01T18:01:07.817989,25,65,22,60,15,2024-12-01T18:01:07.136309,2024-12-01T18:01:08.076271,0.94,https://explorer.shimmer.network/testnet/block/0x8fd3bbe8311ad36231b64674eef267d2a60e61c2bd50a1ab9968e9e034219cdd,True
0x2ad52f0e2be2c994c3f276f41a69de05d7f701932794854ed01093e879901763,device-esp32-tfe,2024-12-01T18:01:23.646032,25,65,22,60,15,2024-12-01T18:01:23.430401,2024-12-01T18:01:23.947490,0.52,https://explorer.shimmer.network/testnet/block/0x2ad52f0e2be2c994c3f276f41a69de05d7f701932794854ed01093e879901763,True
0xf46598471cc487b17c58d783d3f65306a674e0deb366bbaef02d3e4cbb03201c,device-esp32-tfe,2024-12-01T18:01:41.446009,25,65,22,60,15,2024-12-01T18:01:39.763047,2024-12-01T18:01:41.620998,1.86,https://explorer.shimmer.network/testnet/block/0xf46598471cc487b17c58d783d3f65306a674e0deb366bbaef02d3e4cbb03201c,True
0x7b52dec522029c48848063ec8c845e88a027ff875e8cdd66d66df00811b1bca8,device-esp32-tfe,2024-12-01T18:01:57.665288,25,65,22,60,15,2024-12-01T18:01:56.033406,2024-12-01T18:01:57.814392,1.78,https://explorer.shimmer.network/testnet/block/0x7b52dec522029c48848063ec8c845e88a027ff875e8cdd66d66df00811b1bca8,True
